id,name,country id,created_at,updated_at
1788,Cascades,100,null,null
1789,Zaire,31,null,null
1790,LEnkEran,64,null,null
1791,UAge,31,null,null
1792,Altay,12,null,null
1793,Nkhotakota,135,null,null
1794,Kronoberg,95,null,null
1795,BAcja,58,null,null
1796,Ban Tre,28,null,null
1797,EtelAKarjala,101,null,null
1798,RAo Negro,8,null,null
1799,ConcepciAn,72,null,null
1800,Western Highlands,151,null,null
1801,Kamphaeng Phet,25,null,null
1802,Embu,48,null,null
1803,Chaiyaphum,25,null,null
1804,Zanzan,37,null,null
1805,KorAsA,118,null,null
1806,San AndrAcs y Providencia,22,null,null
1807,KArklareli,13,null,null
1808,Kavango East,152,null,null
1809,Haei DAEAEng,28,null,null
1810,"Tierra del Fuego, AntArtida e Islas del AtlAntico Sur",8,null,null
1811,Hawkeas Bay,90,null,null
1812,Lop Buri,25,null,null
1813,Al Mafraq,108,null,null
1814,Puntarenas,93,null,null
1815,Mafeteng,146,null,null
1816,Pohjanmaa,101,null,null
1817,NotAo AigaAo,44,null,null
1818,Adrar,40,null,null
1819,Kitgum,87,null,null
1820,SumalA,47,null,null
1821,Heves,77,null,null
1822,Izabal,111,null,null
1823,NanaGrAcbizi,124,null,null
1824,Penghu,24,null,null
1825,Tiris Zemmour,129,null,null
1826,Bungoma,48,null,null
1827,Ba,161,null,null
1828,Halland,95,null,null
1829,Avora,51,null,null
1830,Cerro Largo,79,null,null
1831,Nakhon Phanom,25,null,null
1832,ApurAmac,19,null,null
1833,Kalasin,25,null,null
1834,Murzuq,60,null,null
1835,KarlovaAçka Aupanija,132,null,null
1836,Chontales,116,null,null
1837,Moquegua,19,null,null
1838,Corsica,14,null,null
1839,TacuarembA,79,null,null
1840,Aveiro,51,null,null
1841,VysoAçina,99,null,null
1842,Bac Giang,28,null,null
1843,Yevlax,64,null,null
1844,ParwAn,43,null,null
1845,Suphan Buri,25,null,null
1846,PohjoisKarjala,101,null,null
1847,Veliko Tarnovo,98,null,null
1848,IalomiAea,70,null,null
1849,Pursat,82,null,null
1850,Troms,123,null,null
1851,Naryn,122,null,null
1852,Northland,90,null,null
1853,UsulutAn,86,null,null
1854,Maha Sarakham,25,null,null
1855,Delta Amacuro,49,null,null
1856,Jendouba,58,null,null
1857,Woroba,37,null,null
1858,Nyeri,48,null,null
1859,Jinotega,116,null,null
1860,Kyustendil,98,null,null
1861,Molise,41,null,null
1862,Jutiapa,111,null,null
1863,Phetchabun,25,null,null
1864,NordUbangi,21,null,null
1865,MaaEAn,108,null,null
1866,Banteay Meanchey,82,null,null
1867,Kampot,82,null,null
1868,Kayin State,36,null,null
1869,Al WAdA al JadAd,10,null,null
1870,Pemba South,50,null,null
1871,DenguAclAc,37,null,null
1872,NAmrAz,43,null,null
1873,Dosso,117,null,null
1874,Chachoengsao,25,null,null
1875,Teleorman,70,null,null
1876,Waterford,109,null,null
1877,Southland,90,null,null
1878,LArnaka,157,null,null
1879,Norrbotten,95,null,null
1880,Ilocos Sur,11,null,null
1881,CuscatlAn,86,null,null
1882,Kunaa?Y,43,null,null
1883,Cibao Noroeste,63,null,null
1884,MuAYla,13,null,null
1885,Kef,58,null,null
1886,Sabaragamuwa,158,null,null
1887,San MartAn,19,null,null
1888,Leribe,146,null,null
1889,Uva,158,null,null
1890,Buriram,25,null,null
1891,KantaHAme,101,null,null
1892,StereA EllAda,44,null,null
1893,Meru,48,null,null
1894,Trarza,129,null,null
1895,Busia,87,null,null
1896,Valle,113,null,null
1897,Bari,103,null,null
1898,East BerbiceCorentyne,153,null,null
1899,Berat,118,null,null
1900,Njombe,50,null,null
1901,KeskiPohjanmaa,101,null,null
1902,Northern Bahr el Ghazal,169,null,null
1903,EtelASavo,101,null,null
1904,Zeeland,88,null,null
1905,JAmtland,95,null,null
1906,Mahdia,58,null,null
1907,Veraguas,94,null,null
1908,Bong,110,null,null
1909,Jalapa,111,null,null
1910,AysAcn,26,null,null
1911,Wajir,48,null,null
1912,BasUAclAc,21,null,null
1913,North Western,158,null,null
1914,AnatolikA MakedonAa kai ThrAki,44,null,null
1915,Guanacaste,93,null,null
1916,SololA,111,null,null
1917,Boucle du Mouhoun,100,null,null
1918,Highland,18,null,null
1919,Leiria,51,null,null
1920,Iganga,87,null,null
1921,ArunAchal Pradesh,4,null,null
1922,Sisaket,25,null,null
1923,Upper DemeraraBerbice,153,null,null
1924,Kabale,87,null,null
1925,Pando,66,null,null
1926,Umm al Qaywayn,89,null,null
1927,Huancavelica,19,null,null
1928,Caribe Sur,116,null,null
1929,PArnumaa,144,null,null
1930,Herrera,94,null,null
1931,Phatthalung,25,null,null
1932,WoleuNtem,138,null,null
1933,Caribe Norte,116,null,null
1934,HautOgoouAc,138,null,null
1935,Ventspils,128,null,null
1936,Kabarole,87,null,null
1937,Prince Edward Island,29,null,null
1938,Soriano,79,null,null
1939,Luapula,92,null,null
1940,Lovech,98,null,null
1941,Sidi Bouzid,58,null,null
1942,Harghita,70,null,null
1943,Lindi,50,null,null
1944,Artigas,79,null,null
1945,Chiquimula,111,null,null
1946,Sankuru,21,null,null
1947,Lunda Sul,31,null,null
1948,Lavalleja,79,null,null
1949,GuairA,72,null,null
1950,Mityana,87,null,null
1951,Cao Bang,28,null,null
1952,Western Equatoria,169,null,null
1953,Bilecik,13,null,null
1954,OuhamPendAc,124,null,null
1955,MaiNdombe,21,null,null
1956,Ali Sabieh,115,null,null
1957,CentreNord,100,null,null
1958,Baja Verapaz,111,null,null
1959,DamAn and Diu,4,null,null
1960,Kgatleng,159,null,null
1961,Eastern Highlands,151,null,null
1962,Perth and Kinross,18,null,null
1963,NAgrAd,77,null,null
1964,Tozeur,58,null,null
1965,SacatepAcquez,111,null,null
1966,Roi Et,25,null,null
1967,Houaphan,127,null,null
1968,Louth,109,null,null
1969,Phrae,25,null,null
1970,IonAa NAsia,44,null,null
1971,Ruyigi,147,null,null
1972,HAˇ Giang,28,null,null
1973,RAzeknes Novads,128,null,null
1974,GraubAnden,96,null,null
1975,Razgrad,98,null,null
1976,CentreEst,100,null,null
1977,Al BayaAa,68,null,null
1978,Olancho,113,null,null
1979,San Vicente,86,null,null
1980,Shabwah,68,null,null
1981,AˇibenskoKninska Aupanija,132,null,null
1982,Rayong,25,null,null
1983,DubrovaAçkoNeretvanska Aupanija,132,null,null
1984,Retalhuleu,111,null,null
1985,Dalarna,95,null,null
1986,TuyAn Quang,28,null,null
1987,Kent,18,null,null
1988,Zacapa,111,null,null
1989,PAfos,157,null,null
1990,Beja,51,null,null
1991,Uvs,120,null,null
1992,Phichit,25,null,null
1993,CopAn,113,null,null
1994,GAyAsay,64,null,null
1995,Loei,25,null,null
1996,Blekinge,95,null,null
1997,Talas,122,null,null
1998,Samut Songkhram,25,null,null
1999,Kalmar,95,null,null
2000,BayanA?lgiy,120,null,null
2001,Sinop,13,null,null
2002,Lappi,101,null,null
2003,Adjumani,87,null,null
2004,NordOuest,69,null,null
2005,Satun,25,null,null
2006,BraganAsa,51,null,null
2007,NanaMambAcrAc,124,null,null
2008,Gisborne,90,null,null
2009,Manyara,50,null,null
2010,KAcmo,124,null,null
2011,Karonga,135,null,null
2012,Tolna,77,null,null
2013,AhuachapAn,86,null,null
2014,Nordland,123,null,null
2015,Cuvette,91,null,null
2016,Valle daAosta,41,null,null
2017,Durazno,79,null,null
2018,Margibi,110,null,null
2019,Nueva Segovia,116,null,null
2020,SudEst,69,null,null
2021,Prachuap Khiri Khan,25,null,null
2022,Castelo Branco,51,null,null
2023,Dornod,120,null,null
2024,Kwanza Sul,31,null,null
2025,Kampong Speu,82,null,null
2026,Tak,25,null,null
2027,Koh Kong,82,null,null
2028,Mbomou,124,null,null
2029,Fribourg,96,null,null
2030,Artvin,13,null,null
2031,GAmAAYhane,13,null,null
2032,Guarda,51,null,null
2033,Tshuapa,21,null,null
2034,Lakes,169,null,null
2035,Rivas,116,null,null
2036,Masindi,87,null,null
2037,NeuchActel,96,null,null
2038,Krabi,25,null,null
2039,Kymenlaakso,101,null,null
2040,Napo,56,null,null
2041,Dumfries and Galloway,18,null,null
2042,Diffa,117,null,null
2043,GrandaAnse,69,null,null
2044,AustAgder,123,null,null
2045,Pallisa,87,null,null
2046,BAnshangul Gumuz,47,null,null
2047,Hovd,120,null,null
2048,Salamat,112,null,null
2049,Nebbi,87,null,null
2050,Marlborough,90,null,null
2051,KAhistoni Badakhshon,106,null,null
2052,Westmoreland,114,null,null
2053,BafatA,143,null,null
2054,Stung Treng,82,null,null
2055,Logone Oriental,112,null,null
2056,Carazo,116,null,null
2057,Erongo,152,null,null
2058,Hedmark,123,null,null
2059,SantarAcm,51,null,null
2060,VoreAo AigaAo,44,null,null
2061,Chalatenango,86,null,null
2062,Bac Kan,28,null,null
2063,Tunceli,13,null,null
2064,Boaco,116,null,null
2065,HauteKotto,124,null,null
2066,PeloponnAsos,44,null,null
2067,CoclAc,94,null,null
2068,Kisii,48,null,null
2069,AeembucA,72,null,null
2070,Sangha,91,null,null
2071,Bengo,31,null,null
2072,A?vArhangay,120,null,null
2073,NgouniAc,138,null,null
2074,GuAcra,112,null,null
2075,HAvsgAl,120,null,null
2076,Treinta y Tres,79,null,null
2077,JanAb SAnAa,10,null,null
2078,SAdermanland,95,null,null
2079,Al Mahrah,68,null,null
2080,DAdra and Nagar Haveli,4,null,null
2081,CabaAas,86,null,null
2082,Siliana,58,null,null
2083,Vorarlberg,59,null,null
2084,Rocha,79,null,null
2085,SanghaMbaAcrAc,124,null,null
2086,La UniAn,86,null,null
2087,Jonglei,169,null,null
2088,Lofa,110,null,null
2089,Pemba North,50,null,null
2090,Kerry,109,null,null
2091,Viseu,51,null,null
2092,Bayanhongor,120,null,null
2093,Southern Highlands,151,null,null
2094,Grand Gedeh,110,null,null
2095,Isla de la Juventud,62,null,null
2096,AAe AcafAlah,108,null,null
2097,Batha,112,null,null
2098,MoyenOgoouAc,138,null,null
2099,Hardap,152,null,null
2100,East Sepik,151,null,null
2101,San Marcos,111,null,null
2102,Zambezi,152,null,null
2103,Mohaleas Hoek,146,null,null
2104,Pastaza,56,null,null
2105,Marsabit,48,null,null
2106,Otjozondjupa,152,null,null
2107,Ranong,25,null,null
2108,Lamu,48,null,null
2109,Preah Vihear,82,null,null
2110,GhAt,60,null,null
2111,Fatick,55,null,null
2112,Selenge,120,null,null
2113,Quthing,146,null,null
2114,SamangAn,43,null,null
2115,Svay Rieng,82,null,null
2116,Koulikoro,80,null,null
2117,MoronaSantiago,56,null,null
2118,Coast,50,null,null
2119,QuichAc,111,null,null
2120,GjirokastAr,118,null,null
2121,Zug,96,null,null
2122,Yukon,29,null,null
2123,LAckoumou,91,null,null
2124,Bouenza,91,null,null
2125,Gotland,95,null,null
2126,Moyo,87,null,null
2127,Uthai Thani,25,null,null
2128,Tadjourah,115,null,null
2129,Guaviare,22,null,null
2130,Nkhata Bay,135,null,null
2131,Putumayo,22,null,null
2132,Heredia,93,null,null
2133,Nsanje,135,null,null
2134,Colonia,79,null,null
2135,Kayunga,87,null,null
2136,Cordillera,72,null,null
2137,Gegharkaunika,102,null,null
2138,Nenetskiy Avtonomnyy Okrug,12,null,null
2139,Yasothon,25,null,null
2140,Trat,25,null,null
2141,Kilkenny,109,null,null
2142,Ngozi,147,null,null
2143,Nakhon Nayok,25,null,null
2144,Moxico,31,null,null
2145,Phayao,25,null,null
2146,Fermanagh and Omagh,18,null,null
2147,Rutana,147,null,null
2148,Likouala,91,null,null
2149,Samburu,48,null,null
2150,Orange Walk,193,null,null
2151,Cornwall,18,null,null
2152,Ararat,102,null,null
2153,Bururi,147,null,null
2154,Madriz,116,null,null
2155,Viljandimaa,144,null,null
2156,Sligo,109,null,null
2157,Turkana,48,null,null
2158,Sing Buri,25,null,null
2159,Chin State,36,null,null
2160,Tagant,129,null,null
2161,Kratie,82,null,null
2162,KAcbili,58,null,null
2163,Arhangay,120,null,null
2164,New Ireland,151,null,null
2165,Canelones,79,null,null
2166,Makamba,147,null,null
2167,Oppland,123,null,null
2168,Faranah,81,null,null
2169,Kayanza,147,null,null
2170,BasseKotto,124,null,null
2171,TandjilAc,112,null,null
2172,Nyanga,138,null,null
2173,Mzimba,135,null,null
2174,TillabAcri,117,null,null
2175,Northwest Territories,29,null,null
2176,SAEn La,28,null,null
2177,Mubende,87,null,null
2178,ParaguarA,72,null,null
2179,Al Jufrah,60,null,null
2180,West New Britain,151,null,null
2181,Aragatsotn,102,null,null
2182,LezhA,118,null,null
2183,Lower River,180,null,null
2184,MAre og Romsdal,123,null,null
2185,Mchinji,135,null,null
2186,Tindouf,40,null,null
2187,KAcdougou,55,null,null
2188,Muramvya,147,null,null
2189,Karas,152,null,null
2190,Kanem,112,null,null
2191,KukAs,118,null,null
2192,Obock,115,null,null
2193,TAv,120,null,null
2194,Quaeng TraE?,28,null,null
2195,Baringo,48,null,null
2196,Bulgan,120,null,null
2197,LaghmAn,43,null,null
2198,Kayah State,36,null,null
2199,Jigawa,16,null,null
2200,OgoouAcIvindo,138,null,null
2201,VAsternorrland,95,null,null
2202,Vila Real,51,null,null
2203,Zaghouan,58,null,null
2204,Maarib,68,null,null
2205,Santa Rosa,111,null,null
2206,Mulanje,135,null,null
2207,Ntungamo,87,null,null
2208,ButhaButhe,146,null,null
2209,Omaheke,152,null,null
2210,OgoouAcLolo,138,null,null
2211,Xaignabouli,127,null,null
2212,MorazAn,86,null,null
2213,Nickerie,154,null,null
2214,SAhbaatar,120,null,null
2215,Presidente Hayes,72,null,null
2216,Dedza,135,null,null
2217,Portalegre,51,null,null
2218,Viana do Castelo,51,null,null
2219,Chai Nat,25,null,null
2220,ZamoraChinchipe,56,null,null
2221,Takeo,82,null,null
2222,CentreSud,100,null,null
2223,Santa BArbara,113,null,null
2224,Paro,171,null,null
2225,GhAr,43,null,null
2226,Solothurn,96,null,null
2227,DibAr,118,null,null
2228,Hentiy,120,null,null
2229,Kiboga,87,null,null
2230,Matabeleland South,78,null,null
2231,GabA,143,null,null
2232,Portland,114,null,null
2233,Upper River,180,null,null
2234,Schwyz,96,null,null
2235,Sironko,87,null,null
2236,Lamphun,25,null,null
2237,Muchinga,92,null,null
2238,Pool,91,null,null
2239,Ang Thong,25,null,null
2240,Saint Ann,114,null,null
2241,RAo San Juan,116,null,null
2242,Chitipa,135,null,null
2243,Borkou,112,null,null
2244,Sanma,179,null,null
2245,Burgenland,59,null,null
2246,Kuando Kubango,31,null,null
2247,Kumi,87,null,null
2248,Kisoro,87,null,null
2249,HautMbomou,124,null,null
2250,BaselLandschaft,96,null,null
2251,Kamuli,87,null,null
2252,Bubanza,147,null,null
2253,PlateauCentral,100,null,null
2254,Gedo,103,null,null
2255,Tovuz,64,null,null
2256,Ohangwena,152,null,null
2257,ZAbul,43,null,null
2258,Dikhil,115,null,null
2259,Lunda Norte,31,null,null
2260,Grand Cape Mount,110,null,null
2261,LAAnemaa,144,null,null
2262,BaminguiBangoran,124,null,null
2263,Milne Bay,151,null,null
2264,CuyuniMazaruni,153,null,null
2265,NordEst,69,null,null
2266,Nimba,110,null,null
2267,ArkhabAl SuquAerA,68,null,null
2268,Los Santos,94,null,null
2269,West Sepik,151,null,null
2270,Mpigi,87,null,null
2271,Wadi Fira,112,null,null
2272,BolamaBijagAs,143,null,null
2273,Stann Creek,193,null,null
2274,Karuzi,147,null,null
2275,Lakshadweep,4,null,null
2276,CuvetteOuest,91,null,null
2277,Cacheu,143,null,null
2278,BoquerAn,72,null,null
2279,Ntcheu,135,null,null
2280,Sinoe,110,null,null
2281,Chukotskiy Avtonomnyy Okrug,12,null,null
2282,Sukhothai,25,null,null
2283,Vichada,22,null,null
2284,Vakaga,124,null,null
2285,Cunene,31,null,null
2286,West Coast,90,null,null
2287,UruzgAn,43,null,null
2288,Tombali,143,null,null
2289,Bocas del Toro,94,null,null
2290,Kgalagadi,159,null,null
2291,Phangnga,25,null,null
2292,Obwalden,96,null,null
2293,Chimbu,151,null,null
2294,San Pedro,72,null,null
2295,Chobe,159,null,null
2296,Mae Hong Son,25,null,null
2297,GuainAa,22,null,null
2298,MontLiban,73,null,null
2299,Mokhotlong,146,null,null
2300,Ocotepeque,113,null,null
2301,DornogovA?,120,null,null
2302,Corozal,193,null,null
2303,Uri,96,null,null
2304,GEdEbEy,64,null,null
2305,Bioko Sur,163,null,null
2306,Orkney Islands,18,null,null
2307,Centro Sur,163,null,null
2308,Katakwi,87,null,null
2309,Brakna,129,null,null
2310,Brokopondo,154,null,null
2311,Vayotsa Dzor,102,null,null
2312,Kwanza Norte,31,null,null
2313,Dzavhan,120,null,null
2314,Illizi,40,null,null
2315,Mondolkiri,82,null,null
2316,Lempira,113,null,null
2317,Saint Mary,114,null,null
2318,Trelawny,114,null,null
2319,Toledo,193,null,null
2320,Unity,169,null,null
2321,Islas de la BahAa,113,null,null
2322,Nidwalden,96,null,null
2323,KApAsA,43,null,null
2324,Goranboy,64,null,null
2325,SjAlland,107,null,null
2326,Nakasongola,87,null,null
2327,OAYuz,64,null,null
2328,Oio,143,null,null
2329,Davao del Norte,11,null,null
2330,Shetland Islands,18,null,null
2331,Cankuzo,147,null,null
2332,WeleNzas,163,null,null
2333,BokAo,127,null,null
2334,Ghanzi,159,null,null
2335,Hanover,114,null,null
2336,Diekirch,170,null,null
2337,Lubombo,172,null,null
2338,Nunavut,29,null,null
2339,Kirundo,147,null,null
2340,GalApagos,56,null,null
2341,PhAngsali,127,null,null
2342,Monaghan,109,null,null
2343,VaupAcs,22,null,null
2344,Manus,151,null,null
2345,Glarus,96,null,null
2346,Appenzell Innerrhoden,96,null,null
2347,Gulf,151,null,null
2348,Salavan,127,null,null
2349,CaazapA,72,null,null
2350,IntibucA,113,null,null
2351,Qeqqata,213,null,null
2352,Kibaale,87,null,null
2353,Kalangala,87,null,null
2354,Finnmark,123,null,null
2355,Berea,146,null,null
2356,Wangdue Phodrang,171,null,null
2357,Punakha,171,null,null
2358,Commewijne,154,null,null
2359,Roscommon,109,null,null
2360,Kunene,152,null,null
2361,Gracias a Dios,113,null,null
2362,Al QunayAeirah,53,null,null
2363,Attapu,127,null,null
2364,Saint Elizabeth,114,null,null
2365,Grevenmacher,170,null,null
2366,Enga,151,null,null
2367,Central River,180,null,null
2368,Kaberamaido,87,null,null
2369,Lac,112,null,null
2370,Louangnamtha,127,null,null
2371,Kujalleq,213,null,null
2372,Saramacca,154,null,null
2373,BAdghAs,43,null,null
2374,DundgovA?,120,null,null
2375,BarimaWaini,153,null,null
2376,North Bank,180,null,null
2377,Grand Kru,110,null,null
2378,River Cess,110,null,null
2379,Nugaal,103,null,null
2380,Alto Paraguay,72,null,null
2381,El ParaAso,113,null,null
2382,Para,154,null,null
2383,Shabeellaha Hoose,103,null,null
2384,DariAcn,94,null,null
2385,Al Jabal al Akhaar,60,null,null
2386,Coronie,154,null,null
2387,Bakool,103,null,null
2388,Chiradzulu,135,null,null
2389,Geita,50,null,null
2390,Jubbada Dhexe,103,null,null
2391,Hodh el Gharbi,129,null,null
2392,Machinga,135,null,null
2393,Kaabong,87,null,null
2394,Soroti,87,null,null
2395,Temotu,174,null,null
2396,Guidimaka,129,null,null
2397,EnnediOuest,112,null,null
2398,Galguduud,103,null,null
2399,Moroto,87,null,null
2400,Inchiri,129,null,null
2401,Upper TakutuUpper Essequibo,153,null,null
2402,Chatham Islands,90,null,null
2403,Kwango,21,null,null
2404,Misamis Oriental,11,null,null
2405,Kuna Yala,94,null,null
2406,Rizal,11,null,null
2407,Navotas,11,null,null
2408,Mandaluyong,11,null,null
2409,Mandaue,11,null,null
2410,Pasig,11,null,null
2411,New Taipei,24,null,null
2412,Caloocan,11,null,null
2413,Valenzuela,11,null,null
2414,ParaAaque,11,null,null
2415,Lucena,11,null,null
2416,Masbate,11,null,null
2417,Hackney,18,null,null
2418,Surigao del Sur,11,null,null
2419,Camden,18,null,null
2420,Islington,18,null,null
2421,Kensington and Chelsea,18,null,null
2422,Malabon,11,null,null
2423,Hammersmith and Fulham,18,null,null
2424,Newham,18,null,null
2425,Southwark,18,null,null
2426,Waltham Forest,18,null,null
2427,AêAˇ NaÊng,28,null,null
2428,Northern Samar,11,null,null
2429,Westminster,18,null,null
2430,Lambeth,18,null,null
2431,Lewisham,18,null,null
2432,Benguet,11,null,null
2433,Lanao del Sur,11,null,null
2434,Taguig,11,null,null
2435,Northamptonshire,18,null,null
2436,Sliema,145,null,null
2437,LapuLapu,11,null,null
2438,Ealing,18,null,null
2439,Tower Hamlets,18,null,null
2440,Bataan,11,null,null
2441,Santiago,11,null,null
2442,Negros Oriental,11,null,null
2443,Marikina,11,null,null
2444,Sorsogon,11,null,null
2445,Aklan,11,null,null
2446,Redbridge,18,null,null
2447,Wandsworth,18,null,null
2448,Fgura,145,null,null
2449,Birkirkara,145,null,null
2450,Haringey,18,null,null
2451,Aamrun,145,null,null
2452,Koboko,87,null,null
2453,Enfield,18,null,null
2454,Nouakchott Sud,129,null,null
2455,Antique,11,null,null
2456,Darlington,18,null,null
2457,Camarines Norte,11,null,null
2458,Catanduanes,11,null,null
2459,Isla,145,null,null
2460,South Tyneside,18,null,null
2461,Medway,18,null,null
2462,Bac Ninh,28,null,null
2463,Nueva Vizcaya,11,null,null
2464,Tarxien,145,null,null
2465,Sulu,11,null,null
2466,TawiTawi,11,null,null
2467,Piran,148,null,null
2468,Merton,18,null,null
2469,Barnsley,18,null,null
2470,Ben Arous,58,null,null
2471,Floriana,145,null,null
2472,Thurrock,18,null,null
2473,Imsida,145,null,null
2474,Brent,18,null,null
2475,North Somerset,18,null,null
2476,Nouakchott Ouest,129,null,null
2477,Santa Venera,145,null,null
2478,Tameside,18,null,null
2479,PietAˇ,145,null,null
2480,Taa Xbiex,145,null,null
2481,Isle of Wight,18,null,null
2482,Croydon,18,null,null
2483,"Vale of Glamorgan, The",18,null,null
2484,Trafford,18,null,null
2485,Kingston upon Thames,18,null,null
2486,Barnet,18,null,null
2487,Sutton,18,null,null
2488,Doncaster,18,null,null
2489,Havering,18,null,null
2490,GAira,145,null,null
2491,Oriental Mindoro,11,null,null
2492,Manouba,58,null,null
2493,Muntinlupa,11,null,null
2494,Worcestershire,18,null,null
2495,Stockport,18,null,null
2496,Renfrewshire,18,null,null
2497,Uppsala,95,null,null
2498,Hillingdon,18,null,null
2499,Shropshire,18,null,null
2500,Davao del Sur,11,null,null
2501,Lincolnshire,18,null,null
2502,BAcni MellalKhAcnifra,45,null,null
2503,HAEng YAn,28,null,null
2504,Wirral,18,null,null
2505,Oldham,18,null,null
2506,Richmond upon Thames,18,null,null
2507,Lancashire,18,null,null
2508,Harrow,18,null,null
2509,Rotherham,18,null,null
2510,Dorset,18,null,null
2511,San Aˇwann,145,null,null
2512,Newport,18,null,null
2513,Neath Port Talbot,18,null,null
2514,Rumphi,135,null,null
2515,Derby,18,null,null
2516,Makati,11,null,null
2517,Sultan Kudarat,11,null,null
2518,Hounslow,18,null,null
2519,Torfaen,18,null,null
2520,Angus,18,null,null
2521,Flores,79,null,null
2522,Cavite,11,null,null
2523,Marinduque,11,null,null
2524,San Aˇiljan,145,null,null
2525,Lanao del Norte,11,null,null
2526,Occidental Mindoro,11,null,null
2527,Khenchela,40,null,null
2528,Halton,18,null,null
2529,Somerset,18,null,null
2530,DAn LaoghaireRathdown,109,null,null
2531,Dudley,18,null,null
2532,Compostela Valley,11,null,null
2533,Bugiri,87,null,null
2534,Wigan,18,null,null
2535,Davao Occidental,11,null,null
2536,Herefordshire,18,null,null
2537,GambAla Hizboch,47,null,null
2538,Southern Leyte,11,null,null
2539,Fife,18,null,null
2540,Rochdale,18,null,null
2541,Birgu,145,null,null
2542,AbAYeron,64,null,null
2543,Chiba,1,null,null
2544,Buckinghamshire,18,null,null
2545,Balzan,145,null,null
2546,Wokingham,18,null,null
2547,Abra,11,null,null
2548,"Krym, Avtonomna Respublika",54,null,null
2549,South Gloucestershire,18,null,null
2550,Bracknell Forest,18,null,null
2551,Wiltshire,18,null,null
2552,Northumberland,18,null,null
2553,Milton Keynes,18,null,null
2554,PanamA Oeste,94,null,null
2555,Carmarthenshire,18,null,null
2556,Camiguin,11,null,null
2557,Gloucestershire,18,null,null
2558,Kitui,48,null,null
2559,West Berkshire,18,null,null
2560,Qormi,145,null,null
2561,Midlothian,18,null,null
2562,Biliran,11,null,null
2563,Ards and North Down,18,null,null
2564,North Lincolnshire,18,null,null
2565,Essex,18,null,null
2566,North Lanarkshire,18,null,null
2567,Zamboanga del Norte,11,null,null
2568,Kampong Thom,82,null,null
2569,Balaka,135,null,null
2570,Mosta,145,null,null
2571,Hartlepool,18,null,null
2572,Kapchorwa,87,null,null
2573,La Union,11,null,null
2574,Arima,150,null,null
2575,Warrington,18,null,null
2576,Merthyr Tydfil,18,null,null
2577,Salford,18,null,null
2578,Hertfordshire,18,null,null
2579,Koper,148,null,null
2580,AEabbar,145,null,null
2581,Gwynedd,18,null,null
2582,Walsall,18,null,null
2583,Al Wakrah,84,null,null
2584,South Dublin,109,null,null
2585,Swieqi,145,null,null
2586,Mid and East Antrim,18,null,null
2587,Aˇkofja Loka,148,null,null
2588,Pembrokeshire,18,null,null
2589,Zambales,11,null,null
2590,Wrexham,18,null,null
2591,Mid Ulster,18,null,null
2592,Bundibugyo,87,null,null
2593,Kandal,82,null,null
2594,Yoro,113,null,null
2595,Bulacan,11,null,null
2596,Boumerdes,40,null,null
2597,DomAale,148,null,null
2598,Kraljevo,105,null,null
2599,Pangasinan,11,null,null
2600,Lisburn and Castlereagh,18,null,null
2601,Ratanakiri,82,null,null
2602,Bridgend,18,null,null
2603,HAˇ Nam,28,null,null
2604,Wicklow,109,null,null
2605,Kalkara,145,null,null
2606,Bormla,145,null,null
2607,Thyolo,135,null,null
2608,"Newry, Mourne and Down",18,null,null
2609,Romblon,11,null,null
2610,Barking and Dagenham,18,null,null
2611,Ravne na KoroAkem,148,null,null
2612,Tipperary,109,null,null
2613,Leskovac,105,null,null
2614,BaalbekHermel,73,null,null
2615,Wexford,109,null,null
2616,Bromley,18,null,null
2617,Marsaskala,145,null,null
2618,Isiolo,48,null,null
2619,UAice,105,null,null
2620,Sarangani,11,null,null
2621,West Dunbartonshire,18,null,null
2622,Antrim and Newtownabbey,18,null,null
2623,EschsurAlzette,170,null,null
2624,Lija,145,null,null
2625,Rabat (Ghawdex),145,null,null
2626,Wakefield,18,null,null
2627,Izola,148,null,null
2628,Simiyu,50,null,null
2629,Hoima,87,null,null
2630,Aurora,11,null,null
2631,Kirklees,18,null,null
2632,AEejtun,145,null,null
2633,Velenje,148,null,null
2634,Staffordshire,18,null,null
2635,Clare,109,null,null
2636,Poole,18,null,null
2637,Homa Bay,48,null,null
2638,Jagodina,105,null,null
2639,Mukono,87,null,null
2640,Mashonaland Central,78,null,null
2641,Oshana,152,null,null
2642,Mandera,48,null,null
2643,Bexley,18,null,null
2644,Gateshead,18,null,null
2645,Calderdale,18,null,null
2646,Migori,48,null,null
2647,Kildare,109,null,null
2648,Kirinyaga,48,null,null
2649,Siquijor,11,null,null
2650,Yumbe,87,null,null
2651,Fontana,145,null,null
2652,Paola,145,null,null
2653,Sihanoukville,82,null,null
2654,"Armagh, Banbridge and Craigavon",18,null,null
2655,Grand Bassa,110,null,null
2656,XgAsajra,145,null,null
2657,Iklin,145,null,null
2658,Clackmannanshire,18,null,null
2659,Slovenske Konjice,148,null,null
2660,Vranje,105,null,null
2661,West Sussex,18,null,null
2662,VAcnh PhAc,28,null,null
2663,Nouakchott Nord,129,null,null
2664,Eastern Samar,11,null,null
2665,ElgeyoMarakwet,48,null,null
2666,Stirling,18,null,null
2667,Al MaacwAt,68,null,null
2668,MeAica,148,null,null
2669,Phalombe,135,null,null
2670,Monmouthshire,18,null,null
2671,Nyamira,48,null,null
